account_id,ring_score,pattern,detail
C938276225,0.3,FAN_IN,Fan-in hub: 3 unique senders
C465279904,0.3,FAN_IN,Fan-in hub: 3 unique senders
C464254220,0.3,FAN_IN,Fan-in hub: 3 unique senders
C463908586,0.3,FAN_IN,Fan-in hub: 3 unique senders
C939126649,0.3,FAN_IN,Fan-in hub: 3 unique senders
C461890468,0.3,FAN_IN,Fan-in hub: 3 unique senders
C461145537,0.3,FAN_IN,Fan-in hub: 3 unique senders
C45976111,0.3,FAN_IN,Fan-in hub: 3 unique senders
C43723911,0.3,FAN_IN,Fan-in hub: 3 unique senders
C43314740,0.3,FAN_IN,Fan-in hub: 3 unique senders
C396685541,0.3,FAN_IN,Fan-in hub: 3 unique senders
C403452664,0.3,FAN_IN,Fan-in hub: 3 unique senders
C409748641,0.3,FAN_IN,Fan-in hub: 3 unique senders
C409512082,0.3,FAN_IN,Fan-in hub: 3 unique senders
C409438866,0.3,FAN_IN,Fan-in hub: 3 unique senders
C951734078,0.3,FAN_IN,Fan-in hub: 3 unique senders
C408488833,0.3,FAN_IN,Fan-in hub: 3 unique senders
C408236679,0.3,FAN_IN,Fan-in hub: 3 unique senders
C408002247,0.3,FAN_IN,Fan-in hub: 3 unique senders
C407804946,0.3,FAN_IN,Fan-in hub: 3 unique senders
C406372510,0.3,FAN_IN,Fan-in hub: 3 unique senders
C405286608,0.3,FAN_IN,Fan-in hub: 3 unique senders
C40519243,0.3,FAN_IN,Fan-in hub: 3 unique senders
C404993268,0.3,FAN_IN,Fan-in hub: 3 unique senders
C403642331,0.3,FAN_IN,Fan-in hub: 3 unique senders
C403630855,0.3,FAN_IN,Fan-in hub: 3 unique senders
C403065592,0.3,FAN_IN,Fan-in hub: 3 unique senders
C950731670,0.3,FAN_IN,Fan-in hub: 3 unique senders
C402692670,0.3,FAN_IN,Fan-in hub: 3 unique senders
C402134981,0.3,FAN_IN,Fan-in hub: 3 unique senders
C40171897,0.3,FAN_IN,Fan-in hub: 3 unique senders
C401230911,0.3,FAN_IN,Fan-in hub: 3 unique senders
C318531184,0.3,FAN_IN,Fan-in hub: 3 unique senders
C399710303,0.3,FAN_IN,Fan-in hub: 3 unique senders
C399506718,0.3,FAN_IN,Fan-in hub: 3 unique senders
C952117939,0.3,FAN_IN,Fan-in hub: 3 unique senders
C399065788,0.3,FAN_IN,Fan-in hub: 3 unique senders
C398791968,0.3,FAN_IN,Fan-in hub: 3 unique senders
C398775716,0.3,FAN_IN,Fan-in hub: 3 unique senders
C39713115,0.3,FAN_IN,Fan-in hub: 3 unique senders
C952186896,0.3,FAN_IN,Fan-in hub: 3 unique senders
C396842386,0.3,FAN_IN,Fan-in hub: 3 unique senders
C951020302,0.3,FAN_IN,Fan-in hub: 3 unique senders
C410289287,0.3,FAN_IN,Fan-in hub: 3 unique senders
C43291069,0.3,FAN_IN,Fan-in hub: 3 unique senders
C424337388,0.3,FAN_IN,Fan-in hub: 3 unique senders
C432435549,0.3,FAN_IN,Fan-in hub: 3 unique senders
C43208551,0.3,FAN_IN,Fan-in hub: 3 unique senders
C431599932,0.3,FAN_IN,Fan-in hub: 3 unique senders
C946777990,0.3,FAN_IN,Fan-in hub: 3 unique senders
C430300758,0.3,FAN_IN,Fan-in hub: 3 unique senders
C428653951,0.3,FAN_IN,Fan-in hub: 3 unique senders
C947140762,0.3,FAN_IN,Fan-in hub: 3 unique senders
C428197541,0.3,FAN_IN,Fan-in hub: 3 unique senders
C427931869,0.3,FAN_IN,Fan-in hub: 3 unique senders
C427538030,0.3,FAN_IN,Fan-in hub: 3 unique senders
C42748393,0.3,FAN_IN,Fan-in hub: 3 unique senders
C42659507,0.3,FAN_IN,Fan-in hub: 3 unique senders
C425245117,0.3,FAN_IN,Fan-in hub: 3 unique senders
C424669430,0.3,FAN_IN,Fan-in hub: 3 unique senders
C42406601,0.3,FAN_IN,Fan-in hub: 3 unique senders
C411230293,0.3,FAN_IN,Fan-in hub: 3 unique senders
C423832746,0.3,FAN_IN,Fan-in hub: 3 unique senders
C423734766,0.3,FAN_IN,Fan-in hub: 3 unique senders
C423094471,0.3,FAN_IN,Fan-in hub: 3 unique senders
C421249172,0.3,FAN_IN,Fan-in hub: 3 unique senders
C419543324,0.3,FAN_IN,Fan-in hub: 3 unique senders
C416100211,0.3,FAN_IN,Fan-in hub: 3 unique senders
C415529640,0.3,FAN_IN,Fan-in hub: 3 unique senders
C414662348,0.3,FAN_IN,Fan-in hub: 3 unique senders
C414659941,0.3,FAN_IN,Fan-in hub: 3 unique senders
C414305057,0.3,FAN_IN,Fan-in hub: 3 unique senders
C413551962,0.3,FAN_IN,Fan-in hub: 3 unique senders
C411674151,0.3,FAN_IN,Fan-in hub: 3 unique senders
C411663474,0.3,FAN_IN,Fan-in hub: 3 unique senders
C948598315,0.3,FAN_IN,Fan-in hub: 3 unique senders
C318755230,0.3,FAN_IN,Fan-in hub: 3 unique senders
C309183527,0.3,FAN_IN,Fan-in hub: 3 unique senders
C318408342,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2125066595,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2119516064,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2120792924,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2121570528,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2123100063,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2124235874,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2124617212,0.3,FAN_IN,Fan-in hub: 3 unique senders
C993876516,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2128033651,0.3,FAN_IN,Fan-in hub: 3 unique senders
C212536958,0.3,FAN_IN,Fan-in hub: 3 unique senders
C992485402,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2125375438,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2126703240,0.3,FAN_IN,Fan-in hub: 3 unique senders
C212681484,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2126815534,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2119453186,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2119225655,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2118330292,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2117982207,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2117909914,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2115527068,0.3,FAN_IN,Fan-in hub: 3 unique senders
C211487624,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2114600889,0.3,FAN_IN,Fan-in hub: 3 unique senders
C994312994,0.3,FAN_IN,Fan-in hub: 3 unique senders
C211452269,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2114147993,0.3,FAN_IN,Fan-in hub: 3 unique senders
C994412853,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2113141662,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2112298588,0.3,FAN_IN,Fan-in hub: 3 unique senders
C994836152,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2110994389,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2109925830,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2127689854,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2128041093,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2109887342,0.3,FAN_IN,Fan-in hub: 3 unique senders
C989301937,0.3,FAN_IN,Fan-in hub: 3 unique senders
C21630887,0.3,FAN_IN,Fan-in hub: 3 unique senders
C217255342,0.3,FAN_IN,Fan-in hub: 3 unique senders
C217256217,0.3,FAN_IN,Fan-in hub: 3 unique senders
C217653894,0.3,FAN_IN,Fan-in hub: 3 unique senders
C991706259,0.3,FAN_IN,Fan-in hub: 3 unique senders
C218511087,0.3,FAN_IN,Fan-in hub: 3 unique senders
C219265647,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2128503263,0.3,FAN_IN,Fan-in hub: 3 unique senders
C219366211,0.3,FAN_IN,Fan-in hub: 3 unique senders
C220547764,0.3,FAN_IN,Fan-in hub: 3 unique senders
C220655618,0.3,FAN_IN,Fan-in hub: 3 unique senders
C225288835,0.3,FAN_IN,Fan-in hub: 3 unique senders
C225814498,0.3,FAN_IN,Fan-in hub: 3 unique senders
C22600353,0.3,FAN_IN,Fan-in hub: 3 unique senders
C216273116,0.3,FAN_IN,Fan-in hub: 3 unique senders
C216248267,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2146000204,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2145699865,0.3,FAN_IN,Fan-in hub: 3 unique senders
C214528955,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2144907049,0.3,FAN_IN,Fan-in hub: 3 unique senders
C992370060,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2143327867,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2141649834,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2141256230,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2139357998,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2139209075,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2137849930,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2134914846,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2133751503,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2133679703,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2130608416,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2109893553,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2109483291,0.3,FAN_IN,Fan-in hub: 3 unique senders
C226537280,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2073693161,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2071687753,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2072201071,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2072344388,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2072544438,0.3,FAN_IN,Fan-in hub: 3 unique senders
C207299998,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2073475956,0.3,FAN_IN,Fan-in hub: 3 unique senders
C998363857,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2080783076,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2075573280,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2076715218,0.3,FAN_IN,Fan-in hub: 3 unique senders
C207753215,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2079585143,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2080189873,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2080478543,0.3,FAN_IN,Fan-in hub: 3 unique senders
C207101721,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2070906641,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2070360917,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2069734724,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2068214429,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2067763440,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2066805357,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2066068388,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2066058750,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2065680565,0.3,FAN_IN,Fan-in hub: 3 unique senders
C206544229,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2065206221,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2060013028,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2059538629,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2058872807,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2057306884,0.3,FAN_IN,Fan-in hub: 3 unique senders
C205678512,0.3,FAN_IN,Fan-in hub: 3 unique senders
C20807771,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2081305648,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2108992586,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2100822203,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2098116691,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2099146134,0.3,FAN_IN,Fan-in hub: 3 unique senders
C996519712,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2099358579,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2100490116,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2100591341,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2102413302,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2082101183,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2102473649,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2102866021,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2105826123,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2106390253,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2107309191,0.3,FAN_IN,Fan-in hub: 3 unique senders
C99548991,0.3,FAN_IN,Fan-in hub: 3 unique senders
C209753767,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2097273175,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2095833806,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2095195288,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2094599241,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2093532670,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2090979776,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2089264118,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2088378900,0.3,FAN_IN,Fan-in hub: 3 unique senders
C997697691,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2088223841,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2087854235,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2086104546,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2084541839,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2084129978,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2083953816,0.3,FAN_IN,Fan-in hub: 3 unique senders
C2082183920,0.3,FAN_IN,Fan-in hub: 3 unique senders
C226190798,0.3,FAN_IN,Fan-in hub: 3 unique senders
C226614716,0.3,FAN_IN,Fan-in hub: 3 unique senders
C31834923,0.3,FAN_IN,Fan-in hub: 3 unique senders
C284581025,0.3,FAN_IN,Fan-in hub: 3 unique senders
C977612408,0.3,FAN_IN,Fan-in hub: 3 unique senders
C279407104,0.3,FAN_IN,Fan-in hub: 3 unique senders
C280663936,0.3,FAN_IN,Fan-in hub: 3 unique senders
C281326509,0.3,FAN_IN,Fan-in hub: 3 unique senders
C977360458,0.3,FAN_IN,Fan-in hub: 3 unique senders
C282771466,0.3,FAN_IN,Fan-in hub: 3 unique senders
C285333234,0.3,FAN_IN,Fan-in hub: 3 unique senders
C288694431,0.3,FAN_IN,Fan-in hub: 3 unique senders
C285467043,0.3,FAN_IN,Fan-in hub: 3 unique senders
C285558270,0.3,FAN_IN,Fan-in hub: 3 unique senders
C285805477,0.3,FAN_IN,Fan-in hub: 3 unique senders
C285826685,0.3,FAN_IN,Fan-in hub: 3 unique senders
C286758423,0.3,FAN_IN,Fan-in hub: 3 unique senders
C287497281,0.3,FAN_IN,Fan-in hub: 3 unique senders
C279322112,0.3,FAN_IN,Fan-in hub: 3 unique senders
C278013792,0.3,FAN_IN,Fan-in hub: 3 unique senders
C277840953,0.3,FAN_IN,Fan-in hub: 3 unique senders
C277671778,0.3,FAN_IN,Fan-in hub: 3 unique senders
C276930684,0.3,FAN_IN,Fan-in hub: 3 unique senders
C977900913,0.3,FAN_IN,Fan-in hub: 3 unique senders
C276599290,0.3,FAN_IN,Fan-in hub: 3 unique senders
C275276499,0.3,FAN_IN,Fan-in hub: 3 unique senders
C978140621,0.3,FAN_IN,Fan-in hub: 3 unique senders
C274187567,0.3,FAN_IN,Fan-in hub: 3 unique senders
C27397338,0.3,FAN_IN,Fan-in hub: 3 unique senders
C273784104,0.3,FAN_IN,Fan-in hub: 3 unique senders
C272115855,0.3,FAN_IN,Fan-in hub: 3 unique senders
C271805542,0.3,FAN_IN,Fan-in hub: 3 unique senders
C978470049,0.3,FAN_IN,Fan-in hub: 3 unique senders
C270817369,0.3,FAN_IN,Fan-in hub: 3 unique senders
C268731708,0.3,FAN_IN,Fan-in hub: 3 unique senders
C288330355,0.3,FAN_IN,Fan-in hub: 3 unique senders
C288784437,0.3,FAN_IN,Fan-in hub: 3 unique senders
C268342768,0.3,FAN_IN,Fan-in hub: 3 unique senders
C308797259,0.3,FAN_IN,Fan-in hub: 3 unique senders
C973592830,0.3,FAN_IN,Fan-in hub: 3 unique senders
C305230329,0.3,FAN_IN,Fan-in hub: 3 unique senders
C306316683,0.3,FAN_IN,Fan-in hub: 3 unique senders
C306327977,0.3,FAN_IN,Fan-in hub: 3 unique senders
C972389417,0.3,FAN_IN,Fan-in hub: 3 unique senders
C306457719,0.3,FAN_IN,Fan-in hub: 3 unique senders
C481666943,0.3,FAN_IN,Fan-in hub: 3 unique senders
C288934890,0.3,FAN_IN,Fan-in hub: 3 unique senders
C310519493,0.3,FAN_IN,Fan-in hub: 3 unique senders
C968572982,0.3,FAN_IN,Fan-in hub: 3 unique senders
C311267603,0.3,FAN_IN,Fan-in hub: 3 unique senders
C31581400,0.3,FAN_IN,Fan-in hub: 3 unique senders
C316818057,0.3,FAN_IN,Fan-in hub: 3 unique senders
C318155979,0.3,FAN_IN,Fan-in hub: 3 unique senders
C974318344,0.3,FAN_IN,Fan-in hub: 3 unique senders
C975475049,0.3,FAN_IN,Fan-in hub: 3 unique senders
C303913983,0.3,FAN_IN,Fan-in hub: 3 unique senders
C302991044,0.3,FAN_IN,Fan-in hub: 3 unique senders
C299538266,0.3,FAN_IN,Fan-in hub: 3 unique senders
C298222185,0.3,FAN_IN,Fan-in hub: 3 unique senders
C297650789,0.3,FAN_IN,Fan-in hub: 3 unique senders
C976431668,0.3,FAN_IN,Fan-in hub: 3 unique senders
C296230320,0.3,FAN_IN,Fan-in hub: 3 unique senders
C295508706,0.3,FAN_IN,Fan-in hub: 3 unique senders
C976771082,0.3,FAN_IN,Fan-in hub: 3 unique senders
C294460886,0.3,FAN_IN,Fan-in hub: 3 unique senders
C294181410,0.3,FAN_IN,Fan-in hub: 3 unique senders
C293660373,0.3,FAN_IN,Fan-in hub: 3 unique senders
C293095142,0.3,FAN_IN,Fan-in hub: 3 unique senders
C290887234,0.3,FAN_IN,Fan-in hub: 3 unique senders
C289967596,0.3,FAN_IN,Fan-in hub: 3 unique senders
C978506597,0.3,FAN_IN,Fan-in hub: 3 unique senders
C267464423,0.3,FAN_IN,Fan-in hub: 3 unique senders
C986867205,0.3,FAN_IN,Fan-in hub: 3 unique senders
C241922574,0.3,FAN_IN,Fan-in hub: 3 unique senders
C238704630,0.3,FAN_IN,Fan-in hub: 3 unique senders
C238993157,0.3,FAN_IN,Fan-in hub: 3 unique senders
C239665913,0.3,FAN_IN,Fan-in hub: 3 unique senders
C240837229,0.3,FAN_IN,Fan-in hub: 3 unique senders
C240949368,0.3,FAN_IN,Fan-in hub: 3 unique senders
C241508692,0.3,FAN_IN,Fan-in hub: 3 unique senders
C242526201,0.3,FAN_IN,Fan-in hub: 3 unique senders
C245472823,0.3,FAN_IN,Fan-in hub: 3 unique senders
C242656636,0.3,FAN_IN,Fan-in hub: 3 unique senders
C242965346,0.3,FAN_IN,Fan-in hub: 3 unique senders
C983480210,0.3,FAN_IN,Fan-in hub: 3 unique senders
C982515477,0.3,FAN_IN,Fan-in hub: 3 unique senders
C244745779,0.3,FAN_IN,Fan-in hub: 3 unique senders
C981183578,0.3,FAN_IN,Fan-in hub: 3 unique senders
C238222782,0.3,FAN_IN,Fan-in hub: 3 unique senders
C237643446,0.3,FAN_IN,Fan-in hub: 3 unique senders
C983504552,0.3,FAN_IN,Fan-in hub: 3 unique senders
C235757215,0.3,FAN_IN,Fan-in hub: 3 unique senders
C233809815,0.3,FAN_IN,Fan-in hub: 3 unique senders
C23233049,0.3,FAN_IN,Fan-in hub: 3 unique senders
C98585229,0.3,FAN_IN,Fan-in hub: 3 unique senders
C23191771,0.3,FAN_IN,Fan-in hub: 3 unique senders
C230905899,0.3,FAN_IN,Fan-in hub: 3 unique senders
C230743581,0.3,FAN_IN,Fan-in hub: 3 unique senders
C229664651,0.3,FAN_IN,Fan-in hub: 3 unique senders
C229573845,0.3,FAN_IN,Fan-in hub: 3 unique senders
C228397837,0.3,FAN_IN,Fan-in hub: 3 unique senders
C228378867,0.3,FAN_IN,Fan-in hub: 3 unique senders
C22785635,0.3,FAN_IN,Fan-in hub: 3 unique senders
C227171995,0.3,FAN_IN,Fan-in hub: 3 unique senders
C98635032,0.3,FAN_IN,Fan-in hub: 3 unique senders
C245072298,0.3,FAN_IN,Fan-in hub: 3 unique senders
C245970259,0.3,FAN_IN,Fan-in hub: 3 unique senders
C266226849,0.3,FAN_IN,Fan-in hub: 3 unique senders
C979167187,0.3,FAN_IN,Fan-in hub: 3 unique senders
C260194644,0.3,FAN_IN,Fan-in hub: 3 unique senders
C980307910,0.3,FAN_IN,Fan-in hub: 3 unique senders
C260994104,0.3,FAN_IN,Fan-in hub: 3 unique senders
C261439494,0.3,FAN_IN,Fan-in hub: 3 unique senders
C261814247,0.3,FAN_IN,Fan-in hub: 3 unique senders
C979982358,0.3,FAN_IN,Fan-in hub: 3 unique senders
C262437493,0.3,FAN_IN,Fan-in hub: 3 unique senders
C246483697,0.3,FAN_IN,Fan-in hub: 3 unique senders
C262664073,0.3,FAN_IN,Fan-in hub: 3 unique senders
C26270452,0.3,FAN_IN,Fan-in hub: 3 unique senders
C263207633,0.3,FAN_IN,Fan-in hub: 3 unique senders
C263575118,0.3,FAN_IN,Fan-in hub: 3 unique senders
C263700137,0.3,FAN_IN,Fan-in hub: 3 unique senders
C265520794,0.3,FAN_IN,Fan-in hub: 3 unique senders
C259977672,0.3,FAN_IN,Fan-in hub: 3 unique senders
C259561024,0.3,FAN_IN,Fan-in hub: 3 unique senders
C25753062,0.3,FAN_IN,Fan-in hub: 3 unique senders
C25743215,0.3,FAN_IN,Fan-in hub: 3 unique senders
C256076977,0.3,FAN_IN,Fan-in hub: 3 unique senders
C253816624,0.3,FAN_IN,Fan-in hub: 3 unique senders
C253653431,0.3,FAN_IN,Fan-in hub: 3 unique senders
C981158762,0.3,FAN_IN,Fan-in hub: 3 unique senders
C253176271,0.3,FAN_IN,Fan-in hub: 3 unique senders
C251546027,0.3,FAN_IN,Fan-in hub: 3 unique senders
C250164526,0.3,FAN_IN,Fan-in hub: 3 unique senders
C249822251,0.3,FAN_IN,Fan-in hub: 3 unique senders
C249706991,0.3,FAN_IN,Fan-in hub: 3 unique senders
C248635846,0.3,FAN_IN,Fan-in hub: 3 unique senders
C248229292,0.3,FAN_IN,Fan-in hub: 3 unique senders
C247147148,0.3,FAN_IN,Fan-in hub: 3 unique senders
C247133767,0.3,FAN_IN,Fan-in hub: 3 unique senders
C481335943,0.3,FAN_IN,Fan-in hub: 3 unique senders
C935529500,0.3,FAN_IN,Fan-in hub: 3 unique senders
C93567424,0.3,FAN_IN,Fan-in hub: 3 unique senders
C73374548,0.3,FAN_IN,Fan-in hub: 3 unique senders
C729279544,0.3,FAN_IN,Fan-in hub: 3 unique senders
C729794428,0.3,FAN_IN,Fan-in hub: 3 unique senders
C730372820,0.3,FAN_IN,Fan-in hub: 3 unique senders
C731704290,0.3,FAN_IN,Fan-in hub: 3 unique senders
C733549045,0.3,FAN_IN,Fan-in hub: 3 unique senders
C733729422,0.3,FAN_IN,Fan-in hub: 3 unique senders
C73385533,0.3,FAN_IN,Fan-in hub: 3 unique senders
C728755891,0.3,FAN_IN,Fan-in hub: 3 unique senders
C733943580,0.3,FAN_IN,Fan-in hub: 3 unique senders
C735764004,0.3,FAN_IN,Fan-in hub: 3 unique senders
C897416477,0.3,FAN_IN,Fan-in hub: 3 unique senders
C73724483,0.3,FAN_IN,Fan-in hub: 3 unique senders
C738163606,0.3,FAN_IN,Fan-in hub: 3 unique senders
C73877971,0.3,FAN_IN,Fan-in hub: 3 unique senders
C897834948,0.3,FAN_IN,Fan-in hub: 3 unique senders
C900608348,0.3,FAN_IN,Fan-in hub: 3 unique senders
C721049857,0.3,FAN_IN,Fan-in hub: 3 unique senders
C723565493,0.3,FAN_IN,Fan-in hub: 3 unique senders
C902195489,0.3,FAN_IN,Fan-in hub: 3 unique senders
C722196315,0.3,FAN_IN,Fan-in hub: 3 unique senders
C722302802,0.3,FAN_IN,Fan-in hub: 3 unique senders
C722355151,0.3,FAN_IN,Fan-in hub: 3 unique senders
C722904413,0.3,FAN_IN,Fan-in hub: 3 unique senders
C90196237,0.3,FAN_IN,Fan-in hub: 3 unique senders
C72363336,0.3,FAN_IN,Fan-in hub: 3 unique senders
C727773038,0.3,FAN_IN,Fan-in hub: 3 unique senders
C901473616,0.3,FAN_IN,Fan-in hub: 3 unique senders
C724421059,0.3,FAN_IN,Fan-in hub: 3 unique senders
C724489866,0.3,FAN_IN,Fan-in hub: 3 unique senders
C725341873,0.3,FAN_IN,Fan-in hub: 3 unique senders
C900816114,0.3,FAN_IN,Fan-in hub: 3 unique senders
C726182342,0.3,FAN_IN,Fan-in hub: 3 unique senders
C738950885,0.3,FAN_IN,Fan-in hub: 3 unique senders
C894848814,0.3,FAN_IN,Fan-in hub: 3 unique senders
C89473602,0.3,FAN_IN,Fan-in hub: 3 unique senders
C757115050,0.3,FAN_IN,Fan-in hub: 3 unique senders
C753325863,0.3,FAN_IN,Fan-in hub: 3 unique senders
C753526445,0.3,FAN_IN,Fan-in hub: 3 unique senders
C754404159,0.3,FAN_IN,Fan-in hub: 3 unique senders
C754479782,0.3,FAN_IN,Fan-in hub: 3 unique senders
C754493129,0.3,FAN_IN,Fan-in hub: 3 unique senders
C756959926,0.3,FAN_IN,Fan-in hub: 3 unique senders
C757374059,0.3,FAN_IN,Fan-in hub: 3 unique senders
C740100151,0.3,FAN_IN,Fan-in hub: 3 unique senders
C758470751,0.3,FAN_IN,Fan-in hub: 3 unique senders
C759783545,0.3,FAN_IN,Fan-in hub: 3 unique senders
C759989239,0.3,FAN_IN,Fan-in hub: 3 unique senders
C760405222,0.3,FAN_IN,Fan-in hub: 3 unique senders
C760808431,0.3,FAN_IN,Fan-in hub: 3 unique senders
C760987573,0.3,FAN_IN,Fan-in hub: 3 unique senders
C892150281,0.3,FAN_IN,Fan-in hub: 3 unique senders
C752847154,0.3,FAN_IN,Fan-in hub: 3 unique senders
C750249717,0.3,FAN_IN,Fan-in hub: 3 unique senders
C749916739,0.3,FAN_IN,Fan-in hub: 3 unique senders
C74954475,0.3,FAN_IN,Fan-in hub: 3 unique senders
C748892417,0.3,FAN_IN,Fan-in hub: 3 unique senders
C748438949,0.3,FAN_IN,Fan-in hub: 3 unique senders
C748387589,0.3,FAN_IN,Fan-in hub: 3 unique senders
C747427093,0.3,FAN_IN,Fan-in hub: 3 unique senders
C745154523,0.3,FAN_IN,Fan-in hub: 3 unique senders
C74410593,0.3,FAN_IN,Fan-in hub: 3 unique senders
C743329774,0.3,FAN_IN,Fan-in hub: 3 unique senders
C742391930,0.3,FAN_IN,Fan-in hub: 3 unique senders
C742084551,0.3,FAN_IN,Fan-in hub: 3 unique senders
C74081560,0.3,FAN_IN,Fan-in hub: 3 unique senders
C894024911,0.3,FAN_IN,Fan-in hub: 3 unique senders
C740189583,0.3,FAN_IN,Fan-in hub: 3 unique senders
C721254355,0.3,FAN_IN,Fan-in hub: 3 unique senders
C720778566,0.3,FAN_IN,Fan-in hub: 3 unique senders
C890036710,0.3,FAN_IN,Fan-in hub: 3 unique senders
C911023870,0.3,FAN_IN,Fan-in hub: 3 unique senders
C913079891,0.3,FAN_IN,Fan-in hub: 3 unique senders
C692330793,0.3,FAN_IN,Fan-in hub: 3 unique senders
